iter	Logloss
758	0.2468636942
759	0.2468246468
760	0.246785826
761	0.2467496504
762	0.246717465
763	0.2466812773
764	0.2466632708
765	0.2466054893
766	0.2465923791
767	0.2465600021
768	0.2465299701
769	0.2465011038
770	0.2464583549
771	0.2464166179
772	0.2463812313
773	0.2462832278
774	0.2462693144
775	0.2462301898
776	0.246212046
777	0.2461960419
778	0.2461823646
779	0.2461315194
780	0.2461028225
781	0.2460749303
782	0.246017438
783	0.2460052859
784	0.2459557891
785	0.245932017
786	0.2459163293
787	0.2458908084
788	0.2458668771
789	0.2458542363
790	0.245837145
791	0.2458128961
792	0.245786239
793	0.2457575584
794	0.2457259222
795	0.245703947
796	0.2456851702
797	0.2456492084
798	0.2456057327
799	0.24558396
800	0.2455473193
801	0.2455273904
802	0.2455183981
803	0.2454809704
804	0.2454597497
805	0.2454047866
806	0.2453607609
807	0.245290668
808	0.2452702376
809	0.2452486246
810	0.2451947165
811	0.2451650615
812	0.2451548114
813	0.245144766
814	0.2451275388
815	0.245102798
816	0.2450695653
817	0.2450228
818	0.2450074655
819	0.2449833553
820	0.2449417498
821	0.2449156763
822	0.2448603648
823	0.2448384945
824	0.2447928649
825	0.2447416985
826	0.2447209635
827	0.2447091098
828	0.2446783183
829	0.2446465065
830	0.2446292905
831	0.2445910796
832	0.244556425
833	0.2445235535
834	0.244474974
835	0.2444564309
836	0.2444364325
837	0.2443869723
838	0.2443554398
839	0.2443330183
840	0.2442986828
841	0.2442858477
842	0.2442472414
843	0.2442236512
844	0.2442059019
845	0.2441940494
846	0.2441373847
847	0.2441131304
848	0.2440841825
849	0.2440607347
850	0.2440420527
851	0.2439771163
852	0.243969047
853	0.2439185861
854	0.2438231559
855	0.2438112663
856	0.2437602657
857	0.2437398966
858	0.2437208634
859	0.2436737853
860	0.243636386
861	0.243592802
862	0.2435665326
863	0.2435205297
864	0.2434801679
865	0.2434506622
866	0.2434348108
867	0.243415888
868	0.2433903146
869	0.2433651142
870	0.2433216454
871	0.2432102072
872	0.2431617988
873	0.2431137642
874	0.2430942611
875	0.2430580194
876	0.2430134217
877	0.2429937333
878	0.2429619763
879	0.2429527965
880	0.2429300846
881	0.2429171502
882	0.242899187
883	0.2428765635
884	0.242832997
885	0.2428084278
886	0.2427894534
887	0.2427373807
888	0.2427109715
889	0.2426463664
890	0.2426025374
891	0.2425903204
892	0.2425782957
893	0.2425324248
894	0.2424809209
895	0.2424692905
896	0.242451755
897	0.242424714
898	0.2424055094
899	0.242394207
900	0.2423737059
901	0.242362751
902	0.2423469871
903	0.2423122671
904	0.2422713485
905	0.2422311613
906	0.2422174932
907	0.2421840495
908	0.2421270389
909	0.24211834
910	0.2420852375
911	0.2420773944
912	0.2420588322
913	0.2420278113
914	0.2420189782
915	0.2420087839
916	0.2419558034
917	0.2419136683
918	0.2418631331
919	0.2418036115
920	0.2417902067
921	0.2417592135
922	0.2417500296
923	0.2417070756
924	0.241694873
925	0.2416603537
926	0.2416289593
927	0.2416159339
928	0.2415806837
929	0.2415677048
930	0.241520676
931	0.2414821769
932	0.2414732959
933	0.2414551899
934	0.2414176464
935	0.2413771382
936	0.2413404704
937	0.2413311857
938	0.2413007085
939	0.2412642306
940	0.2412478334
941	0.2412215432
942	0.2411492482
943	0.241108697
944	0.2410754612
945	0.2410388458
946	0.2410099756
947	0.2409938606
948	0.2408738949
949	0.2408558051
950	0.2408393455
951	0.2408241054
952	0.2408061877
953	0.2407838525
954	0.2407374468
955	0.2407311614
956	0.2407147713
957	0.240705145
958	0.240687791
959	0.2406670876
960	0.2406336986
961	0.2406149299
962	0.2406070132
963	0.2405895979
964	0.2405663696
965	0.2405311556
966	0.2405109653
967	0.240480483
968	0.2404638371
969	0.2404309249
970	0.2404105164
971	0.2403752207
972	0.2403378814
973	0.2403156041
974	0.2402799123
975	0.2402487501
976	0.240235541
977	0.2401720151
978	0.2401554748
979	0.2401286326
980	0.2401079299
981	0.2400826407
982	0.2400732225
983	0.2400449228
984	0.2399685176
985	0.2399541768
986	0.2399299981
987	0.2398639356
988	0.2398142913
989	0.2397959636
990	0.2397673022
991	0.2397481499
992	0.2396915087
993	0.2396701612
994	0.2396372449
995	0.2396302161
996	0.2395975385
997	0.2395579098
998	0.2395280067
999	0.2395049221
